Year,State,Description,Units,type,Chemical Name,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,IMIDACLOPRID,(D),NA,NA,NA,NA,NA,HIGH,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,METHOXYFENOZIDE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,NOVALURON,"1,000",NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,SPINETORAM,600,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,THIAMETHOXAM,100,NA,NA,NA,NA,NA,HIGH,NA
2019,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,TOTAL,"5,100",NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,ALKYL. DIM. BENZ. AM,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,CHLOROPICRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,DECYLDIMETHYLOCTYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,DICHLOROPROPENE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,DIDECYL DIM. AMMON.,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,DIMETHYLDIOCTYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,FLUTRIAFOL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,HYDROGEN PEROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,PEROXYACETIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA, OTHER,TOTAL,"125,900",NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA,NA,NITROGEN,"320,000",NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA,NA,PHOSPHATE,"86,000",NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA,NA,POTASH,"389,000",NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB,NA,NA,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,AZOXYSTROBIN,0.858,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BACILLUS SUBTILIS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CAPTAN,2.098,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CYFLUFENAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CYPRODINIL,0.313,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,DODINE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUDIOXONIL,0.206,NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUTOLANIL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUXAPYROXAD,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FOSETYL-AL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MONO-POTASSIUM SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MYCLOBUTANIL,(D),NA,NA,NA,NA,PRESENT,NA,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PYRACLOSTROBIN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,TETRACONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,THIOPHANATE-METHYL,1.34,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,THIRAM,2.036,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,TRIFLUMIZOLE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,"2,4-D, DIMETH. SALT",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,"2,4-D, TRIISO. SALT",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,GLYPHOSATE POT. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ABAMECTIN,0.045,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ACETAMIPRID,0.099,NA,NA,NA,NA,NA,MODERATE,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENAZATE,0.141,NA,NA,NA,NA,NA,MODERATE,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENTHRIN,0.05,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHLORANTRANILIPROLE,0.058,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CYANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CYFLUMETOFEN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CYPERMETHRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FENPYROXIMATE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,HEXYTHIAZOX,(D),NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,IMIDACLOPRID,(D),NA,NA,NA,NA,NA,HIGH,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,METHOXYFENOZIDE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,NOVALURON,0.065,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPINETORAM,0.063,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,THIAMETHOXAM,0.054,NA,NA,NA,NA,NA,HIGH,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,ALKYL. DIM. BENZ. AM,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CHLOROPICRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DECYLDIMETHYLOCTYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DICHLOROPROPENE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DIDECYL DIM. AMMON.,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DIMETHYLDIOCTYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,FLUTRIAFOL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,HYDROGEN PEROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,PEROXYACETIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,NITROGEN,1,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,PHOSPHATE,1,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,POTASH,2,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,AZOXYSTROBIN,4.123,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS SUBTILIS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CAPTAN,16.856,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYFLUFENAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYPRODINIL,0.642,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,DODINE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUDIOXONIL,0.428,NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUTOLANIL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUXAPYROXAD,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FOSETYL-AL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MONO-POTASSIUM SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MYCLOBUTANIL,(D),NA,NA,NA,NA,PRESENT,NA,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PYRACLOSTROBIN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,TETRACONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,THIOPHANATE-METHYL,4.888,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,THIRAM,10.166,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,TRIFLUMIZOLE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,"2,4-D, DIMETH. SALT",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,"2,4-D, TRIISO. SALT",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,GLYPHOSATE POT. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ABAMECTIN,0.184,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ACETAMIPRID,0.127,NA,NA,NA,NA,NA,MODERATE,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BIFENAZATE,0.663,NA,NA,NA,NA,NA,MODERATE,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BIFENTHRIN,0.077,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CHLORANTRANILIPROLE,0.067,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CYANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CYFLUMETOFEN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CYPERMETHRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,FENPYROXIMATE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,HEXYTHIAZOX,(D),NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,IMIDACLOPRID,(D),NA,NA,NA,NA,NA,HIGH,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,METHOXYFENOZIDE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,NOVALURON,0.212,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SPINETORAM,0.116,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,THIAMETHOXAM,0.095,NA,NA,NA,NA,NA,HIGH,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,ALKYL. DIM. BENZ. AM,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,CHLOROPICRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,DECYLDIMETHYLOCTYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,DICHLOROPROPENE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,DIDECYL DIM. AMMON.,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,DIMETHYLDIOCTYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,FLUTRIAFOL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,HYDROGEN PEROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,PEROXYACETIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,NITROGEN,39,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,PHOSPHATE,17,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,POTASH,43,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,AZOXYSTROBIN,4.8,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,BACILLUS SUBTILIS,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CAPTAN,8,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CYFLUFENAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CYPRODINIL,2.1,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,DODINE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUDIOXONIL,2.1,NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUTOLANIL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUXAPYROXAD,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FOSETYL-AL,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MONO-POTASSIUM SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MYCLOBUTANIL,(D),NA,NA,NA,NA,PRESENT,NA,HIGH
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PYRACLOSTROBIN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,TETRACONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,THIOPHANATE-METHYL,3.6,NA,NA,NA,NA,NA,NA,NA
2019,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,THIRAM,5,NA,NA,NA,NA,NA,NA,NA
