Program,Year,Period,State,State ANSI,Items,Discription,Units,dname,type,Title,Chemical Name,Number,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,1.5,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,1.2,NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,1.2,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,1.4,NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,1.2,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,1.3,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,1.2,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,22,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,49,NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,88,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,66,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,37,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,66,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,41,NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,31,NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,65,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,33,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,31,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,35,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,46,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,25,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,43,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,27,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,13,NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,13,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,20,NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,32,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,23,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,24,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,"2,600",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,(D),NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,"161,800",NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,"7,000",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,"4,500",NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,"8,700",NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,800,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.114,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,(D),NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,1.909,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.322,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.224,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.46,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.117,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.255,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,(D),NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,15.109,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.666,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.423,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.84,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.162,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,2.2,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,(D),NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,7.9,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,2.1,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,1.9,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
